Autor;Ano;Número Emenda;Tipo Emenda;Valor Empenhado;UF;Função;Subfunção;Localidade do Gasto;Data do Empenho
FELIPE BORNIER;2023;20231820;Comissão;R$ 855,356,62;MG;Ensino Superior;Ensino Médio;RS (UF);20/05/2023
DEPUTADO EDUARDO BARBOSA;2023;20238106;Individual;R$ 2,979,011,40;RS;Segurança Pública;Infraestrutura Urbana;RS (UF);11/09/2023
ELICORRÊA FILHO;2023;20237634;Bancada;R$ 1,365,570,40;PR;Ensino Médio;Infraestrutura Urbana;SC (UF);26/01/2023
EDUARDO BARBOSA FILHO;2023;20231855;Bancada;R$ 1,089,113,15;SC;Infraestrutura Urbana;Educação Infantil;GO (UF);01/10/2023
DEPUTADO ALENCAR SANTANA;2023;20237837;Comissão;R$ 41,714,50;RS;Segurança Pública;Segurança Pública;PR (UF);14/06/2023
FELIPE BORNIER;2023;20231522;Comissão;R$ 322,668,36;PR;Atenção Básica à Saúde;Ensino Superior;PE (UF);21/09/2023
GUILHERME MUSSI;2023;20237673;Individual;R$ 2,620,712,66;SC;Saneamento Básico;Ensino Superior;BA (UF);02/05/2023
ALENCAR SANTANA;2023;20232445;Comissão;R$ 3,087,078,18;RJ;Ensino Fundamental;Vigilância Epidemiológica;MG (UF);17/10/2023
DEPUTADO FELIPE BORNIER;2023;20231301;Individual;R$ 2,010,781,53;GO;Infraestrutura Urbana;Segurança Pública;SC (UF);23/03/2023
JULIO CESAR RIBEIRO;2023;20237512;Individual;R$ 1,533,665,63;BA;Infraestrutura Urbana;Ensino Fundamental;RS (UF);24/09/2023
ELICORRÊA;2023;20234254;Comissão;R$ 3,188,138,83;PE;Educação Infantil;Saneamento Básico;MG (UF);05/07/2023
BACELAR;2023;20236322;Individual;R$ 1,199,295,95;SP;Saneamento Básico;Ensino Fundamental;RJ (UF);26/06/2023
CARLOS ZARATTINI;2023;20232219;Individual;R$ 2,970,724,90;DF;Ensino Fundamental;Segurança Pública;GO (UF);04/09/2023
EDUARDO BARBOSA;2023;20232541;Bancada;R$ 2,402,988,20;BA;Segurança Pública;Vigilância Epidemiológica;BA (UF);28/02/2023
DANIEL ALMEIDA;2023;20235248;Individual;R$ 4,202,960,21;DF;Ensino Médio;Educação Infantil;BA (UF);04/03/2023
ELICORRÊA;2023;20235299;Bancada;R$ 251,262,62;SC;Vigilância Epidemiológica;Atenção Básica à Saúde;RS (UF);20/08/2023
HERCÍLIO DINIZ;2023;20233559;Comissão;R$ 164,798,88;MG;Atenção Básica à Saúde;Ensino Fundamental;DF (UF);21/12/2023
BACELAR;2023;20234973;Comissão;R$ 3,597,977,83;PR;Ensino Superior;Saneamento Básico;RS (UF);27/10/2023
BACELAR;2023;20236772;Individual;R$ 3,317,684,14;MG;Ensino Médio;Atenção Básica à Saúde;PE (UF);25/07/2023
DANIEL ALMEIDA;2023;20233563;Individual;R$ 3,194,634,02;MG;Infraestrutura Urbana;Ensino Fundamental;DF (UF);09/12/2023
EDUARDO BARBOSA FILHO;2023;20234860;Comissão;R$ 203,518,07;GO;Segurança Pública;Saneamento Básico;PE (UF);06/05/2023
DANIEL ALMEIDA;2023;20237280;Individual;R$ 2,466,710,51;SP;Ensino Médio;Vigilância Epidemiológica;SP (UF);21/05/2023
ALENCAR SANTANA;2023;20236950;Individual;R$ 37,307,64;PR;Assistência Hospitalar e Ambulatorial;Ensino Superior;RJ (UF);02/01/2023
DANIEL ALMEIDA;2023;20232352;Comissão;R$ 1,975,395,95;BA;Atenção Básica à Saúde;Assistência Hospitalar e Ambulatorial;GO (UF);16/11/2023
JULIO CESAR RIBEIRO;2023;20237526;Bancada;R$ 3,519,758,75;SP;Infraestrutura Urbana;Vigilância Epidemiológica;PR (UF);04/11/2023
ELICORRÊA;2023;20234426;Bancada;R$ 4,886,095,03;SP;Assistência Hospitalar e Ambulatorial;Ensino Superior;BA (UF);22/12/2023
CARLOS ZARATTINI;2023;20238086;Comissão;R$ 247,222,85;MG;Ensino Fundamental;Educação Infantil;SP (UF);08/07/2023
CARLOS ZARATTINI;2023;20238176;Individual;R$ 3,829,224,41;SP;Ensino Superior;Ensino Médio;SC (UF);13/06/2023
BACELAR FILHO;2023;20239603;Comissão;R$ 3,708,686,76;SP;Educação Infantil;Saneamento Básico;SC (UF);21/10/2023
DEPUTADO ELICORRÊA;2023;20239164;Comissão;R$ 47,538,71;SP;Segurança Pública;Atenção Básica à Saúde;RS (UF);08/12/2023
ELICORRÊA;2023;20232206;Comissão;R$ 3,154,485,44;PR;Ensino Superior;Ensino Médio;DF (UF);18/10/2023
DEPUTADO DANIEL ALMEIDA;2023;20234868;Bancada;R$ 1,391,599,88;PE;Ensino Fundamental;Infraestrutura Urbana;RS (UF);03/08/2023
DEPUTADO CARLOS ZARATTINI;2023;20231093;Bancada;R$ 1,426,744,96;BA;Segurança Pública;Assistência Hospitalar e Ambulatorial;RS (UF);16/04/2023
DEPUTADO ELICORRÊA;2023;20235598;Comissão;R$ 554,144,01;SP;Ensino Fundamental;Educação Infantil;BA (UF);02/05/2023
CARLOS ZARATTINI;2023;20233731;Individual;R$ 122,086,23;MG;Saneamento Básico;Vigilância Epidemiológica;PR (UF);12/02/2023
ALENCAR SANTANA;2023;20235926;Individual;R$ 3,281,737,51;PR;Ensino Fundamental;Ensino Fundamental;RS (UF);01/11/2023
ELICORRÊA;2023;20232087;Bancada;R$ 3,241,878,65;BA;Ensino Superior;Atenção Básica à Saúde;BA (UF);07/03/2023
DEPUTADO CARLOS ZARATTINI;2023;20233420;Comissão;R$ 492,091,97;RJ;Assistência Hospitalar e Ambulatorial;Ensino Fundamental;PR (UF);01/12/2023
ALENCAR SANTANA;2023;20237151;Comissão;R$ 2,768,600,21;SP;Assistência Hospitalar e Ambulatorial;Ensino Superior;PR (UF);24/09/2023
HERCÍLIO DINIZ;2023;20237873;Comissão;R$ 4,470,565,25;DF;Atenção Básica à Saúde;Assistência Hospitalar e Ambulatorial;BA (UF);01/12/2023
BACELAR;2023;20235957;Bancada;R$ 3,412,153,77;PR;Ensino Superior;Ensino Fundamental;GO (UF);27/02/2023
FELIPE BORNIER FILHO;2023;20234012;Comissão;R$ 352,048,60;RS;Saneamento Básico;Segurança Pública;SC (UF);02/08/2023
HERCÍLIO DINIZ;2023;20233804;Comissão;R$ 2,376,220,11;DF;Ensino Fundamental;Ensino Fundamental;PR (UF);16/04/2023
ALENCAR SANTANA;2023;20236945;Comissão;R$ 337,737,82;PR;Assistência Hospitalar e Ambulatorial;Saneamento Básico;PE (UF);20/09/2023
CARLOS ZARATTINI;2023;20237078;Comissão;R$ 2,502,962,71;MG;Saneamento Básico;Assistência Hospitalar e Ambulatorial;DF (UF);24/09/2023
JULIO CESAR RIBEIRO;2023;20234912;Individual;R$ 3,243,694,55;RS;Assistência Hospitalar e Ambulatorial;Assistência Hospitalar e Ambulatorial;SP (UF);14/09/2023
CARLOS ZARATTINI;2023;20238608;Individual;R$ 2,529,713,21;MG;Ensino Médio;Assistência Hospitalar e Ambulatorial;GO (UF);22/09/2023
GUILHERME MUSSI FILHO;2023;20231988;Individual;R$ 14,432,42;DF;Assistência Hospitalar e Ambulatorial;Assistência Hospitalar e Ambulatorial;SP (UF);08/04/2023
BACELAR;2023;20231164;Comissão;R$ 2,954,312,21;PR;Segurança Pública;Ensino Médio;BA (UF);27/03/2023
GUILHERME MUSSI;2023;20238807;Comissão;R$ 2,030,620,37;BA;Saneamento Básico;Segurança Pública;MG (UF);22/07/2023
EDUARDO BARBOSA FILHO;2023;20232674;Bancada;R$ 943,509,87;SP;Assistência Hospitalar e Ambulatorial;Vigilância Epidemiológica;BA (UF);21/06/2023
GUILHERME MUSSI;2023;20232855;Comissão;R$ 11,862,23;PR;Ensino Médio;Assistência Hospitalar e Ambulatorial;PR (UF);20/10/2023
FELIPE BORNIER;2023;20234239;Bancada;R$ 1,879,555,05;SP;Ensino Médio;Infraestrutura Urbana;MG (UF);01/09/2023
ELICORRÊA;2023;20239493;Individual;R$ 3,053,156,91;SP;Atenção Básica à Saúde;Assistência Hospitalar e Ambulatorial;PE (UF);16/02/2023
EDUARDO BARBOSA;2023;20233293;Individual;R$ 1,120,177,57;BA;Saneamento Básico;Saneamento Básico;DF (UF);12/10/2023
GUILHERME MUSSI;2023;20232045;Comissão;R$ 4,578,671,93;BA;Infraestrutura Urbana;Segurança Pública;BA (UF);26/09/2023
JULIO CESAR RIBEIRO;2023;20232408;Comissão;R$ 1,049,435,45;GO;Vigilância Epidemiológica;Segurança Pública;BA (UF);17/03/2023
DEPUTADO HERCÍLIO DINIZ;2023;20235578;Comissão;R$ 3,864,468,55;PE;Ensino Fundamental;Vigilância Epidemiológica;SC (UF);23/10/2023
EDUARDO BARBOSA;2023;20239097;Bancada;R$ 4,543,119,19;PE;Saneamento Básico;Saneamento Básico;GO (UF);01/05/2023
GUILHERME MUSSI;2023;20239341;Individual;R$ 1,915,321,25;RJ;Infraestrutura Urbana;Vigilância Epidemiológica;DF (UF);16/07/2023
DEPUTADO HERCÍLIO DINIZ;2023;20237944;Bancada;R$ 4,311,733,02;PR;Ensino Fundamental;Atenção Básica à Saúde;GO (UF);01/06/2023
ELICORRÊA;2023;20233016;Comissão;R$ 2,825,099,81;SC;Atenção Básica à Saúde;Ensino Superior;SP (UF);07/08/2023
DEPUTADO BACELAR;2023;20238937;Comissão;R$ 4,981,595,51;MG;Saneamento Básico;Assistência Hospitalar e Ambulatorial;BA (UF);07/04/2023
BACELAR FILHO;2023;20234841;Individual;R$ 4,564,968,76;MG;Ensino Fundamental;Educação Infantil;RS (UF);13/10/2023
EDUARDO BARBOSA;2023;20232163;Bancada;R$ 2,141,880,82;PR;Segurança Pública;Ensino Fundamental;RS (UF);16/08/2023
DANIEL ALMEIDA;2023;20231054;Bancada;R$ 2,866,360,88;GO;Ensino Superior;Infraestrutura Urbana;SC (UF);14/05/2023
EDUARDO BARBOSA;2023;20238827;Bancada;R$ 4,437,011,96;MG;Saneamento Básico;Ensino Fundamental;RJ (UF);01/12/2023
HERCÍLIO DINIZ;2023;20234727;Individual;R$ 1,357,235,40;SC;Atenção Básica à Saúde;Saneamento Básico;PR (UF);19/11/2023
CARLOS ZARATTINI;2023;20236157;Bancada;R$ 1,677,622,36;DF;Assistência Hospitalar e Ambulatorial;Ensino Fundamental;PE (UF);08/09/2023
HERCÍLIO DINIZ;2023;20238644;Bancada;R$ 1,213,987,86;PR;Ensino Superior;Ensino Superior;SC (UF);08/03/2023
GUILHERME MUSSI;2023;20239725;Bancada;R$ 679,797,61;SC;Ensino Médio;Ensino Fundamental;PR (UF);10/07/2023
ALENCAR SANTANA FILHO;2023;20236354;Individual;R$ 1,268,469,03;SC;Infraestrutura Urbana;Ensino Fundamental;BA (UF);15/04/2023
ALENCAR SANTANA;2023;20236565;Bancada;R$ 4,984,310,00;BA;Vigilância Epidemiológica;Vigilância Epidemiológica;DF (UF);08/07/2023
ELICORRÊA;2023;20237488;Bancada;R$ 1,031,653,50;GO;Ensino Superior;Educação Infantil;RJ (UF);03/02/2023
GUILHERME MUSSI;2023;20235491;Bancada;R$ 1,944,557,00;SP;Atenção Básica à Saúde;Atenção Básica à Saúde;MG (UF);03/02/2023
FELIPE BORNIER;2023;20238936;Bancada;R$ 3,246,109,53;SC;Saneamento Básico;Educação Infantil;RJ (UF);17/08/2023
DEPUTADO DANIEL ALMEIDA;2023;20231247;Individual;R$ 3,533,759,09;SP;Educação Infantil;Segurança Pública;SP (UF);02/07/2023
CARLOS ZARATTINI;2023;20234206;Individual;R$ 1,745,521,48;PR;Saneamento Básico;Assistência Hospitalar e Ambulatorial;RJ (UF);14/12/2023
FELIPE BORNIER;2023;20231666;Bancada;R$ 461,969,98;GO;Assistência Hospitalar e Ambulatorial;Segurança Pública;PE (UF);03/12/2023
HERCÍLIO DINIZ;2023;20234518;Comissão;R$ 3,279,040,63;SC;Ensino Superior;Infraestrutura Urbana;BA (UF);07/10/2023
EDUARDO BARBOSA;2023;20235611;Bancada;R$ 4,024,989,79;SC;Infraestrutura Urbana;Saneamento Básico;SP (UF);10/04/2023
FELIPE BORNIER FILHO;2023;20236712;Individual;R$ 2,255,333,75;GO;Ensino Superior;Vigilância Epidemiológica;RS (UF);20/06/2023
BACELAR FILHO;2023;20232282;Bancada;R$ 2,017,177,09;PR;Educação Infantil;Ensino Superior;PR (UF);26/01/2023
ALENCAR SANTANA;2023;20237949;Bancada;R$ 2,486,393,43;PR;Ensino Fundamental;Ensino Fundamental;RS (UF);12/01/2023
CARLOS ZARATTINI;2023;20231088;Individual;R$ 1,662,988,50;PE;Educação Infantil;Infraestrutura Urbana;GO (UF);13/11/2023
DEPUTADO HERCÍLIO DINIZ;2023;20231427;Bancada;R$ 2,281,018,29;RS;Saneamento Básico;Infraestrutura Urbana;RS (UF);27/10/2023
